file_path,label
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.33.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.34.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.35.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.36.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.37.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.38.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.39.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.4.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.40.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.41.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.42.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.43.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.44.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.45.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.46.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.47.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.48.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.49.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.5.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.50.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.6.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.7.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.8.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Ali Hassan.4.9.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.1.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.10.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.100.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.1000.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.101.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.102.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.103.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.104.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.105.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.106.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.107.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.108.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.109.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.11.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.110.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.111.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.112.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.113.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.114.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.115.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.116.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.117.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.118.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.119.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.12.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.120.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.121.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.122.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.123.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.124.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.125.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.126.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.127.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.128.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.129.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.13.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.130.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.131.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.132.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.133.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.134.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.135.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.136.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.137.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.138.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.139.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.14.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.140.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.141.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.142.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.143.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.144.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.145.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.146.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.147.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.148.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.149.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.15.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.150.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.151.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.152.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.153.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.154.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.155.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.156.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.157.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.158.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.159.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.16.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.160.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.161.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.162.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.163.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.164.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.165.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.166.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.167.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.168.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.169.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.17.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.170.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.171.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.172.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.173.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.174.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.175.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.176.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.177.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.178.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.179.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.18.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.180.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.181.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.182.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.183.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.184.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.185.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.186.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.187.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.188.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.189.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.19.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.190.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.191.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.192.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.193.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.194.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.195.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.196.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.197.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.198.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.199.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.2.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.20.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.200.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.201.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.202.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.203.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.204.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.205.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.206.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.207.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.208.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.209.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.21.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.210.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.211.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.212.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.213.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.214.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.215.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.216.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.217.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.218.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.219.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.22.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.220.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.221.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.222.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.223.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.224.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.225.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.226.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.227.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.228.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.229.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.23.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.230.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.231.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.232.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.233.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.234.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.235.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.236.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.237.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.238.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.239.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.24.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.240.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.241.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.242.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.243.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.244.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.245.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.246.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.247.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.248.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.249.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.25.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.250.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.251.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.252.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.253.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.254.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.255.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.256.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.257.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.258.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.259.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.26.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.260.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.261.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.262.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.263.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.264.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.265.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.266.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.267.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.268.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.269.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.27.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.270.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.271.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.272.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.273.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.274.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.275.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.276.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.277.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.278.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.279.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.28.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.280.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.281.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.282.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.283.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.284.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.285.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.286.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.287.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.288.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.289.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.29.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.290.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.291.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.292.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.293.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.294.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.295.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.296.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.297.jpg,dataSet
C:\Users\sidra\OneDrive\Desktop\d-final-face\dataSet\Jawairia.2.298.jpg,dataSet
